Complaint ID,Date Received,Product,Sub-product,Issue,Company,State,Consumer Complaint Narrative,Company Response to Consumer,Timely Response?,Consumer Disputed?
5008141,19-01-2026,Credit card,General-purpose credit card,Billing disputes,Liberty Trust Bank,OH,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5008956,19-01-2026,Credit card,General-purpose credit card,Billing disputes,Liberty Trust Bank,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009116,19-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,Evergreen National,NY,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5009452,19-01-2026,Credit card,Store credit card,Problem with a purchase,Sterling Financial Group,CA,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009697,19-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Evergreen National,PA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5000232,20-01-2026,Debt collection,Medical debt,Communication tactics,Evergreen National,NM,"I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5000463,20-01-2026,Credit card,General-purpose credit card,Billing disputes,Sterling Financial Group,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5000726,20-01-2026,Checking or savings account,Checking account,Managing an account,Sterling Financial Group,CA,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5002440,20-01-2026,Mortgage,Conventional home mortgage,Escrow account,Liberty Trust Bank,NH,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5002554,20-01-2026,Checking or savings account,Savings account,Funds availability,Sterling Financial Group,CA,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5002567,20-01-2026,Debt collection,Medical debt,Attempts to collect debt not owed,Summit Financial Corp,GA,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5002893,20-01-2026,Credit card,General-purpose credit card,Billing disputes,Vanguard Mutual,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003021,20-01-2026,Mortgage,FHA mortgage,Loan servicing,Summit Financial Corp,MA,"I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. During this process, taking advantage of my situation. I expect the company to correct the error.",Closed with non-monetary relief,Yes,Yes
5003050,20-01-2026,Checking or savings account,Savings account,Managing an account,BlueStone Capital,DE,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004507,20-01-2026,Checking or savings account,Savings account,Bank fees,NorthRiver Banking,AK,"I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,
5005393,20-01-2026,Mortgage,Conventional home mortgage,Escrow account,Summit Financial Corp,NM,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5007283,20-01-2026,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5008602,20-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Crescent Federal,TX,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5008832,20-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Sterling Financial Group,OK,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with explanation,Yes,No
5009204,20-01-2026,Mortgage,Conventional home mortgage,Loan servicing,BlueStone Capital,VA,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009306,20-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Vanguard Mutual,FL,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, the fine print completely lied. I expect the company to correct the error.",Closed with explanation,Yes,No
5009795,20-01-2026,Mortgage,Conventional home mortgage,Loan servicing,Liberty Trust Bank,NM,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000894,21-01-2026,Debt collection,Medical debt,Attempts to collect debt not owed,Summit Financial Corp,NC,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5001503,21-01-2026,Checking or savings account,Savings account,Deposits and withdrawals,NorthRiver Banking,IN,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5002894,21-01-2026,Credit card,General-purpose credit card,Problem with a purchase,NorthRiver Banking,CA,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,Yes
5003393,21-01-2026,Mortgage,Conventional home mortgage,Loan servicing,BlueStone Capital,IL,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003773,21-01-2026,Mortgage,Conventional home mortgage,Loan servicing,Evergreen National,OR,"I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with monetary relief,Yes,No
5004210,21-01-2026,Debt collection,Credit card debt,Communication tactics,Crescent Federal,CA,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5005265,21-01-2026,Mortgage,Conventional home mortgage,Escrow account,BlueStone Capital,MT,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5005299,21-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,Apex Horizon Bank,AK,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5005764,21-01-2026,Debt collection,Credit card debt,False statements,Pioneer Community Bank,TX,"I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. During this process, taking advantage of my situation. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5006172,21-01-2026,Checking or savings account,Savings account,Deposits and withdrawals,Vanguard Mutual,AR,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5008809,21-01-2026,Credit card,General-purpose credit card,Billing disputes,BlueStone Capital,CA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5009193,21-01-2026,Debt collection,Medical debt,Attempts to collect debt not owed,Crescent Federal,TX,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5009820,21-01-2026,Mortgage,Conventional home mortgage,Escrow account,Crescent Federal,NY,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5009879,21-01-2026,Mortgage,FHA mortgage,Escrow account,Liberty Trust Bank,NH,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5000451,22-01-2026,Checking or savings account,Checking account,Funds availability,Liberty Trust Bank,NJ,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001005,22-01-2026,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,Yes
5001106,22-01-2026,Checking or savings account,Checking account,Managing an account,Evergreen National,LA,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5001349,22-01-2026,Checking or savings account,Savings account,Funds availability,Summit Financial Corp,AZ,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5001550,22-01-2026,Mortgage,FHA mortgage,Escrow account,Pioneer Community Bank,WA,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,Yes
5003473,22-01-2026,Debt collection,Credit card debt,Communication tactics,NorthRiver Banking,OH,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003677,22-01-2026,Credit card,General-purpose credit card,Billing disputes,Liberty Trust Bank,KY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004256,22-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,NorthRiver Banking,WY,,Closed with explanation,Yes,No
5004644,22-01-2026,Checking or savings account,Checking account,Bank fees,Crescent Federal,OH,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5005701,22-01-2026,Credit card,General-purpose credit card,Incorrect balance,Pioneer Community Bank,IA,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5005929,22-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,Vanguard Mutual,TX,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5005988,22-01-2026,Credit card,General-purpose credit card,Fees or interest,Crescent Federal,NY,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5006800,22-01-2026,Checking or savings account,Checking account,Managing an account,Sterling Financial Group,CA,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5008048,22-01-2026,Credit card,General-purpose credit card,Incorrect balance,Vanguard Mutual,TX,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5008751,22-01-2026,Checking or savings account,Checking account,Funds availability,Apex Horizon Bank,DE,"I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with monetary relief,Yes,Yes
5009432,22-01-2026,Credit card,Store credit card,Problem with a purchase,Summit Financial Corp,OH,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5009974,22-01-2026,Credit card,General-purpose credit card,Incorrect balance,Liberty Trust Bank,MA,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5000169,23-01-2026,Credit card,General-purpose credit card,Billing disputes,Apex Horizon Bank,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000804,23-01-2026,Checking or savings account,Checking account,Bank fees,Liberty Trust Bank,MD,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5001490,23-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Liberty Trust Bank,FL,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,No
5002476,23-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,BlueStone Capital,CA,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5002759,23-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Sterling Financial Group,CA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5003131,23-01-2026,Credit card,Store credit card,Fees or interest,BlueStone Capital,TX,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,Yes
5004494,23-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Apex Horizon Bank,OR,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,
5004583,23-01-2026,Checking or savings account,Checking account,Bank fees,Sterling Financial Group,SC,"I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with explanation,Yes,No
5004774,23-01-2026,Credit card,Store credit card,Problem with a purchase,Apex Horizon Bank,IN,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,No,No
5005036,23-01-2026,Checking or savings account,Checking account,Managing an account,BlueStone Capital,NY,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005788,23-01-2026,Checking or savings account,Savings account,Bank fees,Apex Horizon Bank,WY,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5005793,23-01-2026,Credit card,General-purpose credit card,Billing disputes,NorthRiver Banking,UT,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006111,23-01-2026,Checking or savings account,Checking account,Funds availability,Summit Financial Corp,KY,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006214,23-01-2026,Credit card,General-purpose credit card,Fees or interest,Liberty Trust Bank,SC,,Closed with non-monetary relief,Yes,No
5007197,23-01-2026,Credit card,General-purpose credit card,Incorrect balance,BlueStone Capital,SC,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5008262,23-01-2026,Checking or savings account,Checking account,Funds availability,Liberty Trust Bank,RI,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5009426,23-01-2026,Mortgage,Conventional home mortgage,Loan servicing,Crescent Federal,GA,"I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5009987,23-01-2026,Credit card,General-purpose credit card,Incorrect balance,Liberty Trust Bank,HI,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5000908,24-01-2026,Debt collection,Medical debt,Attempts to collect debt not owed,NorthRiver Banking,FL,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5001664,24-01-2026,Credit card,General-purpose credit card,Billing disputes,Vanguard Mutual,WY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5002077,24-01-2026,Mortgage,Conventional home mortgage,Escrow account,BlueStone Capital,MI,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,Yes
5003661,24-01-2026,Debt collection,Medical debt,Communication tactics,Vanguard Mutual,MT,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5005262,24-01-2026,Mortgage,Conventional home mortgage,Escrow account,Pioneer Community Bank,NJ,"I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with explanation,Yes,No
5005935,24-01-2026,Credit card,General-purpose credit card,Incorrect balance,Summit Financial Corp,OR,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5006956,24-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,Evergreen National,NV,"I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with explanation,Yes,No
5007031,24-01-2026,Mortgage,Conventional home mortgage,Escrow account,Sterling Financial Group,GA,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5007532,24-01-2026,Credit card,General-purpose credit card,Fees or interest,Evergreen National,FL,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5007788,24-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,Apex Horizon Bank,AK,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009217,24-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,BlueStone Capital,UT,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5000928,25-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,BlueStone Capital,NY,,Closed with monetary relief,No,No
5002164,25-01-2026,Credit card,General-purpose credit card,Billing disputes,BlueStone Capital,MN,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003951,25-01-2026,Mortgage,Conventional home mortgage,Loan servicing,Crescent Federal,TX,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5004278,25-01-2026,Debt collection,Medical debt,Communication tactics,Crescent Federal,CA,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004420,25-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Vanguard Mutual,CA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5004596,25-01-2026,Checking or savings account,Checking account,Bank fees,Summit Financial Corp,PA,"I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5007063,25-01-2026,Debt collection,Credit card debt,Communication tactics,Sterling Financial Group,SD,"I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. During this process, the fine print completely lied. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5007889,25-01-2026,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,LA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5009466,25-01-2026,Credit card,Store credit card,Problem with a purchase,Pioneer Community Bank,VT,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5009995,25-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,NorthRiver Banking,TX,,Closed with non-monetary relief,Yes,No
5000253,26-01-2026,Credit card,General-purpose credit card,Billing disputes,Vanguard Mutual,ID,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5001200,26-01-2026,Credit card,General-purpose credit card,Billing disputes,Sterling Financial Group,RI,"I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with non-monetary relief,No,No
5001372,26-01-2026,Checking or savings account,Savings account,Funds availability,Sterling Financial Group,TX,"I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with explanation,Yes,
5001613,26-01-2026,Mortgage,FHA mortgage,Escrow account,Vanguard Mutual,IL,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,
5001723,26-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,NorthRiver Banking,CA,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5004148,26-01-2026,Debt collection,Medical debt,Communication tactics,Vanguard Mutual,OR,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004800,26-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Apex Horizon Bank,CA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,Yes
5006046,26-01-2026,Checking or savings account,Checking account,Bank fees,Liberty Trust Bank,CA,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5006894,26-01-2026,Checking or savings account,Savings account,Deposits and withdrawals,BlueStone Capital,MO,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5008517,26-01-2026,Debt collection,Medical debt,Communication tactics,Liberty Trust Bank,VT,,Closed with non-monetary relief,Yes,No
5008813,26-01-2026,Checking or savings account,Savings account,Funds availability,Liberty Trust Bank,IN,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5009086,26-01-2026,Checking or savings account,Checking account,Bank fees,Evergreen National,LA,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5009831,26-01-2026,Debt collection,Medical debt,Attempts to collect debt not owed,NorthRiver Banking,TX,"I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. During this process, the fine print completely lied. I expect the company to correct the error.",In progress,Yes,Yes
5009935,26-01-2026,Checking or savings account,Checking account,Funds availability,NorthRiver Banking,CA,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5001424,27-01-2026,Checking or savings account,Savings account,Managing an account,Sterling Financial Group,WY,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5001724,27-01-2026,Credit card,General-purpose credit card,Fees or interest,Summit Financial Corp,ND,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001769,27-01-2026,Debt collection,Credit card debt,Communication tactics,Vanguard Mutual,LA,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5002137,27-01-2026,Checking or savings account,Checking account,Managing an account,Crescent Federal,OR,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5003729,27-01-2026,Checking or savings account,Checking account,Funds availability,NorthRiver Banking,NY,"I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with monetary relief,Yes,
5006843,27-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,BlueStone Capital,CA,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",In progress,Yes,No
5007619,27-01-2026,Debt collection,Medical debt,Attempts to collect debt not owed,Apex Horizon Bank,MA,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5007963,27-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Summit Financial Corp,MN,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5008647,27-01-2026,Credit card,General-purpose credit card,Fees or interest,Evergreen National,CA,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000226,28-01-2026,Debt collection,Credit card debt,False statements,Vanguard Mutual,WI,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,Yes
5000827,28-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Evergreen National,IN,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5001097,28-01-2026,Mortgage,Conventional home mortgage,Loan servicing,Vanguard Mutual,CT,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001852,28-01-2026,Credit card,General-purpose credit card,Incorrect balance,Summit Financial Corp,TX,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001995,28-01-2026,Credit card,General-purpose credit card,Billing disputes,NorthRiver Banking,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,
5002235,28-01-2026,Mortgage,Conventional home mortgage,Escrow account,Crescent Federal,NY,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5002400,28-01-2026,Checking or savings account,Savings account,Deposits and withdrawals,Apex Horizon Bank,IN,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003000,28-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Summit Financial Corp,NC,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with non-monetary relief,Yes,
5003807,28-01-2026,Credit card,General-purpose credit card,Billing disputes,Sterling Financial Group,IA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004878,28-01-2026,Credit card,General-purpose credit card,Incorrect balance,Vanguard Mutual,KS,,Closed with non-monetary relief,Yes,
5005923,28-01-2026,Checking or savings account,Checking account,Managing an account,Vanguard Mutual,NY,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5006437,28-01-2026,Credit card,General-purpose credit card,Problem with a purchase,NorthRiver Banking,CA,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,
5008866,28-01-2026,Credit card,General-purpose credit card,Billing disputes,Sterling Financial Group,MD,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5009855,28-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,Sterling Financial Group,MS,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
